idelem,tipo_elem,identif,nombre,north, east, zone, longitude, latitude
5068,PUNTOS DE MEDIDA URBANOS,50007,OPORTO E-O(VIANA-GIRO ABRANTES),447096780045531.00,43895052993024.00,31,-8.1646355629256,-2.1993647365142
4919,PUNTOS DE MEDIDA URBANOS,98010,CT.CCHEL-ARAVACA N-S(D.SEGOVIA-S.ALVARO),447279280493956.00,435633382683051.00,31,1.0428873007124,-3.3990124976109
4921,PUNTOS DE MEDIDA URBANOS,98011,INCORP.DE A5 (DIRECC.CASA CAMPO),447281683401055.00,435647072539322.00,31,2.5670663894173,-6.2641600593807
4906,PUNTOS DE MEDIDA URBANOS,98012,YEBENES E-O (CAMARENA-VALMOJADO),447236402424136.00,436006501585486.00,31,2.1769982991427,6.7092379835618
4904,PUNTOS DE MEDIDA URBANOS,98015,SESE?A O-E(TEMBLEQUE-VALMOJADO),447236877726057.00,435798243675637.00,31,2.4037106177629,5.2181789592845
4333,PUNTOS DE MEDIDA URBANOS,16301, Cuesta San Vicente S-N(Delante G.2)(P.M.2) -  Cuesta San Vicente S-N(Delante G.2)(P.M.2),447507126097205.00,439641923962355.00,31,-6.8587649193538,1.8838994863613
4603,PUNTOS DE MEDIDA URBANOS,33020,Pedro Rico S-N - Av.Monforte de Lemos-Arzobispo Morcillo,448138594464675.00,441628109248061.00,31,-1.0882104265607,2.4141941879001
4605,PUNTOS DE MEDIDA URBANOS,33022,Av.Monforte de Lemos E-O - P∫ Castellana-Pedro Rico,448112957183926.00,441591160116688.00,31,9.7930062503645,-2.1219103126482
4888,PUNTOS DE MEDIDA URBANOS,28039,OSA MAYOR 98 - P.P,447928174775168.00,433626061458072.00,31,-7.7641441424440,-1.6523884808249
4889,PUNTOS DE MEDIDA URBANOS,28040,OSA MAYOR O-E(P∫ ERMITA-ARAQUIL),447924903766178.00,434014821763989.00,31,7.6315225165380,2.4437132311955
3625,PUNTOS DE MEDIDA URBANOS,28041,OSA MAYOR E-O(ESPINOS-ARAQUIL),447930585195064.00,434136143460726.00,31,3.5380172271607,-1.2962339696088
5480,PUNTOS DE MEDIDA URBANOS,60034,Doctor Fleming N-S - Hurtado de Mendoza -Alberto Alcocer,447923029518521.00,441778781388527.00,31,1.1618056691658,-3.8373438722938
5482,PUNTOS DE MEDIDA URBANOS,60036,Padre Dami·n N-S - Ju·n Hurtado de Mendoza-Alberto Alcocer,447919918603972.00,441987264040906.00,31,-3.5309656667563,7.7557042567410
5484,PUNTOS DE MEDIDA URBANOS,60038,General PerÛn E-O - P∫Castellana-Capit·n Haya,447839062724371.00,441464421401772.00,31,-4.3529495645602,8.2773152127939
5486,PUNTOS DE MEDIDA URBANOS,60040,General PerÛn E-O - Orense-General Varela,447841398245469.00,441134469781629.00,31,5.7768367151686,1.6235569810197
4140,PUNTOS DE MEDIDA URBANOS,97062,MÈndez √Ålvaro E-O  - (Convenio - M-30),447172354258988.00,442892409086889.00,31,-6.9729316122865,1.9333928071591
3515,PUNTOS DE MEDIDA URBANOS,97077,Salida Calle 30 E-O - (By-Pass M-30 -Gta.Pir·mides)a 280mts,447248909096383.00,439772794649695.00,31,-8.3851202206448,-2.2592712889269
3710,PUNTOS DE MEDIDA URBANOS,71005,C/. Alcal· - GutiÈrrez Canales-San Mariano,447763708203054.00,448083286150494.00,31,6.6552276792826,-1.4645480731001
3679,PUNTOS DE MEDIDA URBANOS,71006,C/. Alcal· - San Mariano-GutiÈrrez Canales,447763633817822.00,448095316110167.00,31,-8.0903291835466,2.2491359806165
6509,PUNTOS DE MEDIDA URBANOS,71007,C/. Alcal· - Esfinge-GutiÈrrez Canales,447775351864782.00,448224535568691.00,31,-5.2807876224964,1.5359868853505
6510,PUNTOS DE MEDIDA URBANOS,71008,Av. 25 Septiembre - Puertollano-Alcal·,447726584446732.00,447190402584693.00,31,7.4573875806366,2.3768613433297
6513,PUNTOS DE MEDIDA URBANOS,71012,C/. San Romualdo - Albasanz-Juli·n Camarillo,447674100356711.00,447403916715718.00,31,-1.3871624190221,-4.6198292321675
6514,PUNTOS DE MEDIDA URBANOS,71013,C/. San Romualdo - Juli·n Camarillo-Cronos,447664227696523.00,447434847846077.00,31,-2.3189782983981,-5.1759340573408
6515,PUNTOS DE MEDIDA URBANOS,71014,C/. San Romualdo - Cronos-Av. Arcentales,447641547054222.00,447512368874348.00,31,-1.4590603368552,-4.8469995090190
6516,PUNTOS DE MEDIDA URBANOS,71015,C/. San Romualdo - Av. Arcentales-Cronos,447642185832136.00,447521885118607.00,31,-7.4736814526423,-2.3827668719559
4614,PUNTOS DE MEDIDA URBANOS,33031,Mauricio Legendre N-S - Manuel Caldeiro-Padre Palau y Quer,448093226380495.00,442082714972581.00,31,1.1018634327785,2.9181582475320
4615,PUNTOS DE MEDIDA URBANOS,33032,Padre Palau y Quer E-O - AgustÌn de Fox·-Mauricio Legendr,448076555706514.00,442118897154213.00,31,3.9485444411104,-3.3923711566597
4617,PUNTOS DE MEDIDA URBANOS,33034,Padre Palau y QuerR O-E  - P∫Castellana - Mauricio Legendre,448080151848705.00,441937185419387.00,31,1.0114059347138,3.3425012034828
3592,PUNTOS DE MEDIDA URBANOS,33041,AgustÌn de Fox· N-S - JosÈ VascÛncelos-Mauricio Legendre,448034080023065.00,441966269974279.00,31,2.3985847787365,7.4689258050614
10033,PUNTOS DE MEDIDA URBANOS,33042,Julio Palacios N-S (Arzobispo Morcillo-Pedro Rico) - Arzobispo Morcillo-Pedro Rico,448166634250099.00,441293654130259.00,31,-1.0011478756413,3.3035490868637
3739,PUNTOS DE MEDIDA URBANOS,34002, LÛpez de Hoyos.86 O-E - Quintiliano-Cartagena,447726151700309.00,442700882437133.00,31,6.6587244100582,-1.8537813953951
3398,PUNTOS DE MEDIDA URBANOS,34020,CorazÛn de Maria S-N - Santa Hortensia-Santa Rita,447749991527164.00,443533880148087.00,31,1.6656743424122,-3.6110571757379
6430,PUNTOS DE MEDIDA URBANOS,65014,C/. Fuente Carrantona  - Hacienda de Pavones-Luis de Hoyos Sainz,44728509222665.00,446229661978919.00,31,-3.4473862677142,8.5298458272730
6431,PUNTOS DE MEDIDA URBANOS,65015,C/. Fuente Carrantona  - Mario CabrÈ-Av. Doctor GarcÌa Tapia,447328260095841.00,446482075588676.00,31,2.2285414164217,5.1411870200524
6496,PUNTOS DE MEDIDA URBANOS,65018,Fuente Carrantona N-S - Av. Daroca-M23,447428577538288.00,446914728140924.00,31,-5.3457700860438,1.1681544732054
6434,PUNTOS DE MEDIDA URBANOS,65019,Av. Doctor GarcÌa Tapia - Marroquina-Av. Moratalaz,447372542448412.00,445636945403965.00,31,2.2975544352678,-7.2813967311698
6447,PUNTOS DE MEDIDA URBANOS,65036,C/. El Bosco - BenjamÌn Palencia-Av. Pablo Neruda,44719191490847.00,445640202651234.00,31,-2.0912156577590,5.3281733969691
4623,PUNTOS DE MEDIDA URBANOS,34001,LÛpez de Hoyos O-E - Padre Jes˙s OrdoÒez-Quintiliano,447721215584973.00,442619259563076.00,31,-5.2635129270009,-1.1823240689909
3805,PUNTOS DE MEDIDA URBANOS,65012,Av. Pablo Neruda S-N(Puente) - Miguel Hern·ndez-Arroyo FontarrÛn,447194325971497.00,445793445351167.00,31,1.3714090384131,3.0165810750927
6429,PUNTOS DE MEDIDA URBANOS,65013,C/. Fuente Carrantona - Encomienda de Palacios-Hacienda de Pavones,447258092229636.00,446089153645395.00,31,-6.2250496541771,1.3577040792071
6528,PUNTOS DE MEDIDA URBANOS,71029,C/. Juli·n Camarillo - Miguel Yuste-San Romualdo,447662979896302.00,447360283436232.00,31,-4.1919793304453,-3.7130015998857
6616,PUNTOS DE MEDIDA URBANOS,79020,Av. Burgos - Quintanavides-Puerto de Somport,448320277938829.00,443546477766753.00,31,-3.5542864527641,8.0579407597310
5278,PUNTOS DE MEDIDA URBANOS,85004,GRAL RICARDOS  E-O,447229714353691.00,439279496650881.00,31,-4.5551872656109,-1.0892719067617
5333,PUNTOS DE MEDIDA URBANOS,86032,RAFAEL FINAT N-S(BLANCO SOLER-VALLE INCL,447057932659926.00,43493837066185.00,31,-1.5970851033451,3.3933394475568
4905,PUNTOS DE MEDIDA URBANOS,98016,VALMOJADO S-N(SESE?A-YEBENES),447235117158702.00,435884349030276.00,31,2.9834559458041,6.3702380029390
6409,PUNTOS DE MEDIDA URBANOS,64024,C/. Suecia - Marsella-Av. Canillejas a Vic·lvaro,447491459190025.00,448288151304565.00,31,-5.3834005607343,-1.5628562001840
6418,PUNTOS DE MEDIDA URBANOS,64403,C/. Albaida - Albaida-Av. Canillejas a Vic·lvaro,447630985025346.00,448176465601663.00,31,-4.7624721955994,9.6161067183747
6421,PUNTOS DE MEDIDA URBANOS,65003,C/. Fuente Carrantona - Paular-Av. Doctor GarcÌa Tapia,447355363447088.00,446606388318178.00,31,-5.2435491060537,-1.3230446231043
6422,PUNTOS DE MEDIDA URBANOS,65004,C/. Fuente Carrantona  - Mario CabrÈ-Luis de Hoyos Sainz,447310391715648.00,446348012151369.00,31,4.1715897566286,-4.1399096332257
6527,PUNTOS DE MEDIDA URBANOS,71028,C/. Juli·n Camarillo - San Romualdo-Cronos,447667422230932.00,447448709962734.00,31,-2.0144132139730,-6.5129328241470
6622,PUNTOS DE MEDIDA URBANOS,79029,Av. Alcalde Conde Mayalde - PrÌncipe Carlos-Infanta Catalina Micaela,448214771096147.00,444176993866224.00,31,2.4108181731128,-7.5613357108953
4481,PUNTOS DE MEDIDA URBANOS,30007,AV. VALLADOLID. 33 N-S(AV.VALLADOLID. 11-TRAFICO),447568507303463.00,43832216168989.00,31,3.1694096229781,-6.9071181395237
3676,PUNTOS DE MEDIDA URBANOS,30010,AV. VALLADOLID. 65 S-N(DEPENDENCIA TRAFICO-LOECHES),447602561107686.00,438070085069995.00,31,-1.1983787519767,-2.5748373613148
3512,PUNTOS DE MEDIDA URBANOS,30021, OBISPO TREJO O-E(SENDA DEL REY-MARTIN FIERRO),447664324627195.00,438033906291601.00,31,9.0302088539382,-2.4023029309213
4328,PUNTOS DE MEDIDA URBANOS,30036,RONDA SEGOVIA S-N(ALGECIRAS-SEGOVIA),447403560767063.00,439246425484783.00,31,-2.2022225712797,-4.8236895607838
4329,PUNTOS DE MEDIDA URBANOS,30037,SEGOVIA. 61 O-E(MAZARREDO-RONDA SEGOVIA),447415161371479.00,439166371807783.00,31,3.1241649094103,6.8228280217845
4330,PUNTOS DE MEDIDA URBANOS,30038,CUESTA DE LA VEGA N-S(CDAD.DE PLASENCIA-SEGOVIA),447423311110179.00,439295356364457.00,31,-1.0414962654347,-3.4238610381205
4479,PUNTOS DE MEDIDA URBANOS,30002,P: DE LA FLORIDA. 52 N-S(PTE. REINA VICTORIA-P:FLORIDA 35),447521857079922.00,438697008894501.00,31,-9.5506536297083,-2.0698624849160
6517,PUNTOS DE MEDIDA URBANOS,71016,Av. Arcentales - Gta. Arcentales- San Romualdo,447626862603349.00,447500497193863.00,31,-3.2968036615038,1.0093870489214
6529,PUNTOS DE MEDIDA URBANOS,71030,C/. Juli·n Camarillo - San Romualdo-Miguel Yuste,447663516696251.00,447353807294024.00,31,1.0466681087695,3.4987053325112
6530,PUNTOS DE MEDIDA URBANOS,71031,C/. Juli·n Camarillo - Rufino Gonz·lez-Miguel Yuste,447653204438999.00,447144509504273.00,31,1.2327635544839,-4.1212707958171
6615,PUNTOS DE MEDIDA URBANOS,79019,Av. Burgos - Abetal-Quintanapalla,448331988518267.00,443661541365777.00,31,7.7214330886890,-2.1247014535307
5282,PUNTOS DE MEDIDA URBANOS,85008,ANTONIO LEYVA E-O,447219449434633.00,4394193165065.00,31,3.8092663119141,2.8619397990545
9909,PUNTOS DE MEDIDA URBANOS,29013,DEHESA DE LA VILLA N-S(AV.COMPLUTENSE-M-30),447885118479678.00,438147574659576.00,31,2.8459850430511,-8.5725781463136
9916,PUNTOS DE MEDIDA URBANOS,32056,SINESIO DELGADO O-E (HOSPITAL CARLOS III-ENTRADA TZNEL),448089013994545.00,441101035719652.00,31,-4.7235328474564,-1.1023922064149
9919,PUNTOS DE MEDIDA URBANOS,32057,SINESIO DELGADO E-O(HOSPITAL CARLOS III-FINISTERRE),448089637651375.00,44089456282484.00,31,6.1288008113681,-1.7103408516945
3806,PUNTOS DE MEDIDA URBANOS,74010,C/. Pirra - Pirra-Arrastaria,447750700062308.00,45033689631192.00,31,6.0229746960445,1.7010098969678
6536,PUNTOS DE MEDIDA URBANOS,71037,C/. Alcal· - Esfinge-Jaca,447777550900147.00,448260175952213.00,31,-8.8574496996076,2.4420832365626
6504,PUNTOS DE MEDIDA URBANOS,71039,Av. Jaca - Av. Jaca-Alcal·,447792302391618.00,44829917161276.00,31,7.0559355060398,-1.5532905880130
6537,PUNTOS DE MEDIDA URBANOS,71401,Pl. Olivas - Pl. Olivas-Av. 25 Septiembre,447759511580316.00,447072996163966.00,31,-1.3175135455384,2.9545630350248
6540,PUNTOS DE MEDIDA URBANOS,71404,C/. Esfinge - Esfinge-Alcal·,447774307018927.00,448253929766495.00,31,-1.0575473718130,2.3164090020802
6548,PUNTOS DE MEDIDA URBANOS,74001,C/. Campezo - Deyanira- M-40,447715138613796.00,450636490653055.00,31,-1.5618622367211,-3.4403381988071
5070,PUNTOS DE MEDIDA URBANOS,50009,CNO.VIEJO LEGANES S-N(FCO.ICAZA-OPORTO),447098191621846.00,438303509602027.00,31,1.0355002010809,3.3964728788600
5075,PUNTOS DE MEDIDA URBANOS,50011,PORTALEGRE N-S(VALLE ORO-OPORTO),447108954895591.00,438707502127267.00,31,9.1220315870195,-2.9850498949082
5251,PUNTOS DE MEDIDA URBANOS,84017,AV EURO S-N(PESO HISPANO-AGUACATE),446904143651824.00,437077962503462.00,31,-6.9373985415507,-1.4824031872103
3416,PUNTOS DE MEDIDA URBANOS,35037,Av.Brasilia S-N - Brescia-Av.Bonn,44766848346958.00,44404474855227.00,31,4.0997969952452,-4.5578864925339
4673,PUNTOS DE MEDIDA URBANOS,35039,Av.Brasilia N-S - Brescia-MartÌnez Izquierdo,447659377523165.00,444033139276667.00,31,-1.0182319854605,3.3794632601941
5666,PUNTOS DE MEDIDA URBANOS,62052,Infanta Mercedes N-S - Pensamiento-Alonso Castrillo,447911315851652.00,44099754483932.00,31,6.7040196941315,-1.5836464934037
4883,PUNTOS DE MEDIDA URBANOS,28034,GOLONDRINA ENTRE VIRGEN DE LOS ROSALES Y ACAMAR,447874064842288.00,433514895700513.00,31,-1.2746208335378,-2.7680782837941
3419,PUNTOS DE MEDIDA URBANOS,28045, VALLE PAS O-E,44781590534785.00,434173667960453.00,31,-1.2023226871934,-3.0808302670878
4891,PUNTOS DE MEDIDA URBANOS,28046, VALLE PAS E-O (GIRO),447816733938939.00,434198778073049.00,31,1.2593540629004,-3.2151761842192
3835,PUNTOS DE MEDIDA URBANOS,36001,AV. ESTACION O-E,448098285539229.00,429222590252297.00,31,-7.7326600054580,2.0257648026281
5217,PUNTOS DE MEDIDA URBANOS,36016,OSA MAYOR O-E (PICO OCEJON-ARANDIGA),447914447386986.00,43321858897305.00,31,-3.9539860001225,7.3326905151565
5218,PUNTOS DE MEDIDA URBANOS,36017,PICO OCEJON S-N (ACAMAR-OSA MAYOR),447914278958603.00,433354105502855.00,31,-2.0430495681123,4.3387723091287
4862,PUNTOS DE MEDIDA URBANOS,36018,PLEYADES N-S(ARAIZ-ANA TERESA),447945497346621.00,433636855085148.00,31,4.0206428234234,1.1450231085826
4863,PUNTOS DE MEDIDA URBANOS,36019,PLEYADES ENTRADA CRUCE JUNTO LINEA PARADA  S-N,447939608574794.00,433631839028436.00,31,-8.4093666987578,-2.2188949933550
3880,PUNTOS DE MEDIDA URBANOS,2034,Estrella Polar E-O - Puente M-30 -Sirio,447379126955805.00,443889059959982.00,31,-5.9375107048320,-1.2886139883982
3603,PUNTOS DE MEDIDA URBANOS,2037,Dr. Esquerdo N-S - Alcalde Sainz Baranda-Moneda,447436686210152.00,443308581834554.00,31,4.1658491578450,-5.8098170797293
4915,PUNTOS DE MEDIDA URBANOS,37037,TEMBLEQUE S-N(QUERO-ILLESCAS),447182266785543.00,435540848719985.00,31,3.2620275573653,-6.9588480051931
4983,PUNTOS DE MEDIDA URBANOS,39035,EDUARDO BARREIROS S-N(ALERCE-CONIFERAS),44687484285726.00,440836479610513.00,31,-3.8530934101994,-2.4976310416761
5076,PUNTOS DE MEDIDA URBANOS,50012,PORTALEGRE S-N(OPORTO-VALLE ORO),447109254791389.00,438711987896891.00,31,-8.8863882354942,-2.9034030245863
9850,PUNTOS DE MEDIDA URBANOS,84040,MORALES N-S(SOLEDADES-AV.PESETA),446848303082113.00,435912043124532.00,31,-7.0604113394463,2.2335760448620
5307,PUNTOS DE MEDIDA URBANOS,86004,GRAL.MILLAN ASTRAY N-S(S.PABLO-J.TURINA),446974638706248.00,435127716649572.00,31,-4.0165267136922,7.3199136973480
5309,PUNTOS DE MEDIDA URBANOS,86006,PLATILLOS S-N(TROMPAS-AVIACION),446964392508042.00,434892642852531.00,31,-4.9705751493821,1.0619590517490
3629,PUNTOS DE MEDIDA URBANOS,96048,MU?OZ GRANDES S-N(C.PAINO-N.S.FATIMA),447122983819896.00,436955753619524.00,31,1.1004237512987,2.8664345034437
5114,PUNTOS DE MEDIDA URBANOS,96051,OCA  E-O (EDUARDO MORALES-BLANDON),447141800001948.00,437416364218401.00,31,-1.0912915614809,2.8489522944757
4907,PUNTOS DE MEDIDA URBANOS,98017,SESE?A E-O(ESCALONA-ACCESO NV),447242682439886.00,435318894833404.00,31,8.6728422712331,2.8142810143985
4484,PUNTOS DE MEDIDA URBANOS,30012, AV. VALLADOLID N-S (AV.MARQUIS MONISTROL-LOECHES),447622505691859.00,43793818274751.00,31,-6.5107696803212,2.0126648003894
3470,PUNTOS DE MEDIDA URBANOS,30013,LOECHES O-E(ANICETO MARINAS-AV. VALLADOLID),447609657508135.00,437946436625468.00,31,9.9447085408702,-2.2964082436184
7075,PUNTOS DE MEDIDA URBANOS,30028,JUAN HERRERA E-O(GIRO A MARTMN FIERRO),447688939761545.00,438004141450128.00,31,-1.0588126842218,-2.7767060753500
4325,PUNTOS DE MEDIDA URBANOS,30030,SEGOVIA. 65 E-O(RONDA SEGOVIA-P: VIRGEN DEL PUERTO),447416369751493.00,439113968519027.00,31,3.7315989673995,-4.7063217755542
4528,PUNTOS DE MEDIDA URBANOS,31044,JERSNIMA LLORENTE N-S(LEQERO-DR.FEDERICO RUBIO Y GALI),447846009056515.00,440015626528855.00,31,5.7622230718217,-1.3661126817904
6878,PUNTOS DE MEDIDA M-30,11NC43PM01,11NC43PM01,447160693743286.00,44249103412074.00,31,5.9826072713463,1.3407281966364
6895,PUNTOS DE MEDIDA M-30,11RE20PM01,11RE20PM01,447199725980577.00,442331508149198.00,31,3.8671267699963,8.7269457550057
6887,PUNTOS DE MEDIDA M-30,11RE59PM01,11RE59PM01,447125066430566.00,441660195614576.00,31,9.0443110415646,2.9715129062861
6886,PUNTOS DE MEDIDA M-30,11RE59PM02,11RE59PM02,447126238010774.00,441675461659722.00,31,8.7272702254494,-1.8917532836018
6657,PUNTOS DE MEDIDA M-30,PM10442,PM10442,447764058026644.00,444007436095733.00,31,4.4383502061641,8.2198680133926
3842,PUNTOS DE MEDIDA URBANOS,1003,P∫ Recoletos N-S - Almirante-Prim,447504863368447.00,44142878376834.00,31,1.4095042769188,3.1165507873182
3843,PUNTOS DE MEDIDA URBANOS,1004,P∫ Recoletos S-N - Pl. Cibeles- Recoletos,447497120688379.00,441411045574918.00,31,1.7157999887990,-3.9336693996454
3844,PUNTOS DE MEDIDA URBANOS,1005, P∫ Castellana S-N  - Eduardo Dato - Pl.Emilio Castelar,447633962014101.00,441715176322007.00,31,1.5718247041643,5.1022616183746
3845,PUNTOS DE MEDIDA URBANOS,1006,P∫ Recoletos S-N - Villanueva-Jorge Juan,447520134333988.00,441492381393609.00,31,-1.4063056917738,-3.6427987218863
1049,PUNTOS DE MEDIDA M-30,09XC37PM01,09XC37PM01,447299983937861.00,443565630996668.00,31,3.8008673072608,8.2572094209126
3847,PUNTOS DE MEDIDA URBANOS,1008,Almagro 7 N-S - Zurbano-Pl. Alonso Martinez,44757896140791.00,441194548104465.00,31,3.5538833391871,-8.6527723703756
3848,PUNTOS DE MEDIDA URBANOS,1009, Genova 13 E-O - Zurbano-Campoamor,447558227631188.00,441224298167869.00,31,5.8198364380870,-1.3837863732493
3919,PUNTOS DE MEDIDA URBANOS,4013,Ramon y  Cajal O-E - La Pedriza-Padre Claret,447837796828904.00,443596427343114.00,31,9.3701394716281,2.2009486074036
3608,PUNTOS DE MEDIDA URBANOS,7006,Azcona. 7 N-S - Ardemans-Francisco Silvela,447626572954159.00,443148144031625.00,31,2.0293861123982,-5.1424225392009
4061,PUNTOS DE MEDIDA URBANOS,10013,Menendez Pelayo N-S - Conde de Cartagena-Pl. Mariano Cavia,447356921129142.00,442586145684824.00,31,-4.1442159821712,5.8930356424706
4148,PUNTOS DE MEDIDA URBANOS,12042,Rafael Riego N-S - Delicias-Ancora,447300912700754.00,441375160495124.00,31,3.9695261456710,4.2692868386753
4155,PUNTOS DE MEDIDA URBANOS,13001,Alfonso XII N-S - Antonio Maura-Mendez NuÒez,44744182164387.00,441651728419997.00,31,9.8968836709523,-2.1367334876583
4157,PUNTOS DE MEDIDA URBANOS,13006,Felipe IV O-E(Norte) - P∫ del Prado-Alfonso XII,447429672704302.00,441555167177544.00,31,-1.3383481249512,-3.4812172624647
4158,PUNTOS DE MEDIDA URBANOS,13007,Alfonso XII S-N(Giro a  Academia) - Alfonso XII S-N(Giro a  Academia),447418007664879.00,441663463686094.00,31,5.7470465589275,1.6533796019493
3683,PUNTOS DE MEDIDA URBANOS,13010,Casado Alisal O-E - P∫ del Prado-Alfonso XII,447413951859678.00,441558180137694.00,31,-5.6806948340090,-1.6222282907680
3654,PUNTOS DE MEDIDA URBANOS,13011,Alfonso XII S-N - Cuesta Claudio Moyano-Espalter,447390563932839.00,441674770310395.00,31,-1.7940716225263,-3.9051102360788
4161,PUNTOS DE MEDIDA URBANOS,13013,Alfonso XII N-S - Espalter-Cuesta Claudio Moyano,447380220429975.00,441663192365982.00,31,1.5561537973638,-5.0546855184874
4173,PUNTOS DE MEDIDA URBANOS,13027,P∫ del Prado S-N - Espalter-Pl. Canovas  del Castillo,447401691594715.00,441317642911193.00,31,4.5444717380324,9.7715325538180
4217,PUNTOS DE MEDIDA URBANOS,14021,Miguel Servet N-S - Meson Paredes-Ronda Toledo,447326510673007.00,440556348970582.00,31,9.6680111755004,-3.1823091577774
4220,PUNTOS DE MEDIDA URBANOS,14024,P∫ Acacias E-O - P∫ Esperanza-GasÛmetro,447302917192609.00,440126646350753.00,31,3.4838003196717,-1.0323741440872
4320,PUNTOS DE MEDIDA URBANOS,16049,Cuesta San Vicente O-E - Salida Calle 30-Arriaza,447485958923737.00,439211816418859.00,31,1.5316703297782,-4.9427064992782
3652,PUNTOS DE MEDIDA URBANOS,16300,MICRO) Cuesta San Vicente N-S(Delante G.1)(P.M.1) - MICRO) Cuesta San Vicente N-S(Delante G.1)(P.M.1),447507061687572.00,43962427963558.00,31,9.8733572590171,2.1240678980086
4334,PUNTOS DE MEDIDA URBANOS,16302, Cuesta San Vicente S-N - Giro a Ferraz Interno (P.M.3),447502892177617.00,439622595062221.00,31,-3.7564666278944,-7.8682031534514
4335,PUNTOS DE MEDIDA URBANOS,16303, Cuesta San Vicente S-N(Delante G. 4)(P.M.4) -  Cuesta San Vicente S-N(Delante G. 4)(P.M.4),447502971325576.00,439609048306955.00,31,-4.0695434626775,6.3297571980157
4336,PUNTOS DE MEDIDA URBANOS,16304, Cuesta San Vicente N-S(Delante G.5)(P.M.5) -  Cuesta San Vicente N-S(Delante G.5)(P.M.5),447504298905776.00,4396029094334.00,31,-9.3238390290549,-2.1673072770048
4414,PUNTOS DE MEDIDA URBANOS,19013,Eloy Gonzalo. 10 N-S - Cardenal Cisneros-Gta. Quevedo,447636834133949.00,440492940223362.00,31,-1.2539403691469,-2.7090406800544
4420,PUNTOS DE MEDIDA URBANOS,20002,Vallehermoso S-N - Cea Berm˙dez-Av. Islas Filipinas,447693477853104.00,440043386451916.00,31,4.0103974895707,-1.1689968263123
3693,PUNTOS DE MEDIDA URBANOS,20004,Bravo Murillo N-S - Av. Islas Filipinas-JosÈ Abascal,447700757346393.00,440388486843752.00,31,1.0761796191055,-2.8402999160414
4422,PUNTOS DE MEDIDA URBANOS,20006,Vallehermoso. 18 S-N - Rodriguez San Pedro-Arapiles,447612977206274.00,43998242416483.00,31,2.0594464543055,-4.6825593341688
4628,PUNTOS DE MEDIDA URBANOS,34010,LÛpez de Hoyos. 125 E-O - Ramos CarriÛn-Marcenado,447771526304532.00,443218434239908.00,31,-1.2236244158736,-2.6769095437374
4631,PUNTOS DE MEDIDA URBANOS,34013,LÛpez de Hoyos. 202 O-E - Clara del Rey-CorazÛn de Maria,447794702876107.00,443482280281333.00,31,-7.9313955155801,1.7188143601669
4632,PUNTOS DE MEDIDA URBANOS,34014,LÛpez de Hoyos E-O - Alfonso XIII-Clara del Rey,447798507397451.00,443529572534524.00,31,-3.9911403499858,1.1785525803178
4633,PUNTOS DE MEDIDA URBANOS,34015, Alfonso XIII. 18 S-N - LÛpez de Hoyos-Pradillo,447796934638711.00,44362884694258.00,31,8.4617462721009,-2.7673422555248
4634,PUNTOS DE MEDIDA URBANOS,34016,CorazÛn de Maria S-N - Cardenal Siliceo-Av.Camilo JosÈ Cela,447727281801416.00,443408425668393.00,31,-4.3410929764210,1.2691159458232
3399,PUNTOS DE MEDIDA URBANOS,34021,CorazÛn de Maria. 33 N-S - Santa Rita-Santa Hortensia,447756446414234.00,443536532885001.00,31,-1.7891939173137,-4.5797793389303
6674,PUNTOS DE MEDIDA M-30,PM10945,PM10945,447312498266948.00,443568235112594.00,31,-1.7554384120897,-4.0443780275970
3526,PUNTOS DE MEDIDA URBANOS,35009,Cartagena  N-S - Mejico-MarquÈs de Ahumada,447666553689398.00,443242689978324.00,31,6.8372397190449,1.9018381339507
4651,PUNTOS DE MEDIDA URBANOS,35010,Cartagena N-S - Maria Teresa-Eraso,447653243307677.00,443281413152738.00,31,6.2176980486870,-1.8607018468708
6558,PUNTOS DE MEDIDA URBANOS,74013,C/. Campezo - Pirra-Deyanira,44773593899706.00,4506608295149.00,31,-1.9204889596207,-4.4941338861838
5527,PUNTOS DE MEDIDA URBANOS,61013,Gral.LÛpez Pozas S-N - Fco.Su·rez-Donoso Montesinos,447986721407639.00,441986490234387.00,31,-3.8096298872194,-8.5922543218224
5529,PUNTOS DE MEDIDA URBANOS,61015,Dolores S·nchez E-O - Pl.Duque de Pastrana-Platerias,448010850733318.00,442551418126408.00,31,6.8579851532601,-2.1420200402815
5530,PUNTOS DE MEDIDA URBANOS,61016,P∫ de la Habana S-N - Comandante Franco-Platerias,447998526045311.00,442532891091683.00,31,7.2998612798933,2.0122530701632
3486,PUNTOS DE MEDIDA URBANOS,61021,Sta.Maria Magdalena S-N - Prieto UreÒa-Caidos DivisiÛn Azul,447989149104007.00,443171696120558.00,31,-2.5625158630086,7.9539015556995
5615,PUNTOS DE MEDIDA URBANOS,61111,Av.del Recuerdo N-S - Ntra.Sra. Angustias-Mateo Inurria,448014205500623.00,4423441878497.00,31,8.8378374301042,2.9006564845897
5616,PUNTOS DE MEDIDA URBANOS,61112,Costa Rica E-O(Superficie) - Pl.JosÈ M™Soler-Paraguay,447911040865503.00,443337877208771.00,31,-8.8312093505387,1.9723232196426
