idelem;tipo_elem;identif;nombre;north; east; zone; longitude; latitude;;
5822;PUNTOS DE MEDIDA URBANOS;41012;Av, Albufera - Cantalapiedra-Josefa Diaz;4471662;444388;30;-3,655278351;40,3937032;;
5823;PUNTOS DE MEDIDA URBANOS;41013;Av, Albufera - Sierra Faladora-Pio Felipe;4471607;444807;30;-3,650336793;40,39323559;;
5830;PUNTOS DE MEDIDA URBANOS;41020;C/, PeÒa Gorbea - Concordia-Melquiades Biencinto;4472129;443432;30;-3,666583707;40,39784582;;
5831;PUNTOS DE MEDIDA URBANOS;41021;C/, Dr, Fernando Primo de Rivera - PeÒa Gorbea-Av, Albufera;4472111;443612;30;-3,664461171;40,39769587;;
5857;PUNTOS DE MEDIDA URBANOS;41049;Av, Albufera - Sierra Faladora- Adra;4471592;444878;30;-3,649498956;40,39310517;;
5971;PUNTOS DE MEDIDA URBANOS;45025;C/, Francisco Largo Caballero - JosÈ Arcones Gil-Hermanos GarcÌa Noblejas;4475202;446690;30;-3,628451958;40,42574424;;
5972;PUNTOS DE MEDIDA URBANOS;45026;C/, Pobladura del Valle - San Rom·n del Valle-Hermanos GarcÌa Noblejas;4475040;447012;30;-3,624642732;40,42430541;;
5974;PUNTOS DE MEDIDA URBANOS;45028;C/, Nicol·s SalmerÛn - Hermanos GarcÌa Noblejas-Nicol·s SalmerÛn;4474514;447037;30;-3,624304231;40,41956848;;
5976;PUNTOS DE MEDIDA URBANOS;45031;C/, Hermanos GarcÌa Noblejas - Emilio MuÒÛz-Miguel Fleta;4475929;446459;30;-3,631236207;40,43227864;;
5934;PUNTOS DE MEDIDA URBANOS;44036;C/, Lago Constanza  - Lago Constanza-Alcal·;4476192;445153;30;-3,646655427;40,4345628;;
6157;PUNTOS DE MEDIDA URBANOS;53027;Av, Daroca - Lago Constanza-Ledesma;4475530;445315;30;-3,644688579;40,4286098;;
6164;PUNTOS DE MEDIDA URBANOS;53036;C/, Vital Aza - Gutierre de Cetina-Ezequiel Solana;4476010;445462;30;-3,642996864;40,43294356;;
6166;PUNTOS DE MEDIDA URBANOS;53039;Carril de giro MarquÈs de Corbera a Montejurra - Ricardo OrtÌz-Montejurra;4475230;444608;30;-3,652996845;40,42586046;;
6167;PUNTOS DE MEDIDA URBANOS;53041;C/, Luis Ruiz  - Vital Aza-Ascao;4476095;445900;30;-3,637840434;40,43373789;;
6169;PUNTOS DE MEDIDA URBANOS;53043;C/, Francisco Rioja - Francisco Rioja-Luis RuÌz;4475894;445933;30;-3,637434287;40,43192932;;
6097;PUNTOS DE MEDIDA URBANOS;47036;C/, Arturo Soria  - Dalia-Violin;4481491;443580;30;-3,665671189;40,48219351;;
6106;PUNTOS DE MEDIDA URBANOS;47403;C/, Eladio LÛpez Vilches - Mesena-Arturo Soria;4480736;443522;30;-3,666288213;40,47538819;;
9984;PUNTOS DE MEDIDA URBANOS;47511;Cta, Sagrados Corazones  - Sta, MarÌa Magdalena-Arturo Soria;4479982;443527;30;-3,666162103;40,46859615;;
6152;PUNTOS DE MEDIDA URBANOS;53022;C/, JosÈ Luis Arrese  - Santa Irene-FÈlix RodrÌguez de la Fuente;4474848;444650;30;-3,652468499;40,42242199;;
6258;PUNTOS DE MEDIDA URBANOS;55046;Ctra, Canillas - Utrillas-Servator;4479596;445278;30;-3,645475075;40,46523606;;
6263;PUNTOS DE MEDIDA URBANOS;55051;C/, Machaquito - Machaquito-Av, Machupichu;4478946;447010;30;-3,624992114;40,45949278;;
6270;PUNTOS DE MEDIDA URBANOS;55060;Av, Machupichu - Av, Piceas-Av, de los Andes;4478658;447273;30;-3,621866403;40,45691505;;
6925;PUNTOS DE MEDIDA URBANOS;55061;Av, Machupichu - Machaquito-Florencio Castillo;4479143;446966;30;-3,625527505;40,46126466;;
6241;PUNTOS DE MEDIDA URBANOS;55024;C/, Moscatelar - Estrecho de Torres-Asura;4478911;444759;30;-3,651536958;40,45903089;;
6242;PUNTOS DE MEDIDA URBANOS;55025;C/, Ulises - Ulises-Asura;4478829;444541;30;-3,654100824;40,45827768;;
6254;PUNTOS DE MEDIDA URBANOS;55040;Av, Machupichu - Silvano-Pl, Manuel Rodrigo;4479310;446355;30;-3,632747853;40,46272986;;
6255;PUNTOS DE MEDIDA URBANOS;55041;Av, Machupichu - Florencio Castillo-Machaquito;4479099;446994;30;-3,625193593;40,46087007;;
6257;PUNTOS DE MEDIDA URBANOS;55045;Ctra, Canillas - Pegaso-Servator;4479558;445142;30;-3,647075885;40,46488477;;
6302;PUNTOS DE MEDIDA URBANOS;56021;Av, Gran VÌa de Hortaleza - Av, Gran VÌa de Hortaleza-LÛpez de Hoyos;4479964;444532;30;-3,654306172;40,46850171;;
6304;PUNTOS DE MEDIDA URBANOS;56023;Av, Gran VÌa de Hortaleza - Tijuana-Javier Quinto;4480194;445432;30;-3,643710105;40,47063327;;
6323;PUNTOS DE MEDIDA URBANOS;56043;Acceso M-40 - M-40-Gregorio S·nchez Herr·ez;4481095;445961;30;-3,637546905;40,47878452;;
6324;PUNTOS DE MEDIDA URBANOS;56044;C/, VÌa de los Poblados - VÌa de los Poblados-Gregorio S·nchez Herr·ez;4481098;446092;30;-3,636001726;40,47882006;;
6340;PUNTOS DE MEDIDA URBANOS;57009;Av, LogroÒo - Av, General-Canal de Suez;4480259;450823;30;-3,580123605;40,4715555;;
6436;PUNTOS DE MEDIDA URBANOS;65022;Av, Doctor GarcÌa Tapia - Rabat-Fuente Carrantona;4473372;446687;30;-3,628333935;40,40925829;;
6128;PUNTOS DE MEDIDA URBANOS;67403;Primavera de Praga - Corregidor Diego Valderrabanos - Alcalde Luis Marichalar;4473823;444293;30;-3,6565868;40,41316439;;
6486;PUNTOS DE MEDIDA URBANOS;68004;Av, EntrevÌas - Ronda Sur-Villacarrillo;4470007;443973;30;-3,660022454;40,37876615;;
6490;PUNTOS DE MEDIDA URBANOS;68008;C/, Embajadores - Av, Santa Catalina-Caja M·gica;4469202;442395;30;-3,678538012;40,37140665;;
6492;PUNTOS DE MEDIDA URBANOS;69002;Av, Arcentales - Colegio P˙blico Chile-Ajofrin;4475538;447072;30;-3,623976928;40,42879552;;
5199;PUNTOS DE MEDIDA URBANOS;82001;C/, San Jaime - Gador-Puerto de Pozazal;4470315;446892;30;-3,625663029;40,38173196;;
5212;PUNTOS DE MEDIDA URBANOS;82013;C/, Gonzalez Davila - Luis I-Cno, Hormigueras;4469960;445847;30;-3,637943244;40,37846663;;
4741;PUNTOS DE MEDIDA URBANOS;24004;C,FCO,J,JIMENEZ E-O(HURTUMPASC,-ALHAMBRA;4472722;437010;30;-3,74231197;40,40272683;;
4742;PUNTOS DE MEDIDA URBANOS;24005;ALHAMBRA N-S(C,FCO,J,MARTIN-C,POBLET);4472625;436918;30;-3,743386454;40,40184605;;
6826;PUNTOS DE MEDIDA URBANOS;79052;MarÌa Tudor - MarÌa Tudor-Av, Francisco Pi y Margall;4482939;443969;30;-3,661209876;40,49526407;;
6630;PUNTOS DE MEDIDA URBANOS;79405;C/, Alcalde Redondo AceÒa - Alcalde Henche Plata-PrÌncipe Carlos;4482582;444929;30;-3,649850791;40,49211231;;
4748;PUNTOS DE MEDIDA URBANOS;24011;DUQ,PARCE,O-E (YEBENES-GTA,LOS CARMENES);4472084;436924;30;-3,743262153;40,39697295;;
5141;PUNTOS DE MEDIDA URBANOS;58010;C,VIEJO LEGANES E-O(HERCULES-CARCASTILLO;4470224;437866;30;-3,731981438;40,38028803;;
3408;PUNTOS DE MEDIDA URBANOS;32016;AV, BETANZOS N-S(LA BAQEZA-MELCHOR FERNANDEZ ALMAGRO);4481064;439789;30;-3,710355583;40,47808068;;
4559;PUNTOS DE MEDIDA URBANOS;32019;VILLA MARIN E-O(MELCHOR FERNANDEZ ALMAGRO-FINISTERRE);4481036;440810;30;-3,698308302;40,47790185;;
3829;PUNTOS DE MEDIDA URBANOS;32020;SINESIO DELGADO E-O(FINISTERRE -GINZO DE LIMIA);4480920;440763;30;-3,698851921;40,47685353;;
4561;PUNTOS DE MEDIDA URBANOS;32022;FINISTERRE N-S(VILLA MARIN-MELCHOR FERNANDEZ ALMAGRO);4481075;440680;30;-3,699845548;40,4782439;;
9900;PUNTOS DE MEDIDA URBANOS;93036;Valle de Mena E-O(Central)(Cno, Ganapanes-Buitrago de Lozoya);4480401;439392;30;-3,714975596;40,47207926;;
9974;PUNTOS DE MEDIDA URBANOS;93038;CAMINO GANAPANES N-S;4480647;439502;30;-3,713701515;40,47430334;;
5033;PUNTOS DE MEDIDA URBANOS;95023;LA MILAGROSA S-N;4473795;437632;30;-3,735087682;40,41243969;;
3822;PUNTOS DE MEDIDA M-30;PM20026;PM20026;4481670;443022;30;-3,67227041;40,48376791;;
3823;PUNTOS DE MEDIDA M-30;PM20041;PM20041;4480982;442966;30;-3,672869211;40,47756627;;
6714;PUNTOS DE MEDIDA M-30;PM20042;PM20042;4480983;442976;30;-3,672751332;40,47757596;;
5074;PUNTOS DE MEDIDA URBANOS;2050;Av, Ciudad Barcelona O-E - Alberche-Pedro Bosch;4472778;442754;30;-3,674630935;40,40364604;;
3888;PUNTOS DE MEDIDA URBANOS;2300; Pl, Conde Casa - Antes de Grupo16;4473329;443211;30;-3,669294811;40,40864105;;
10024;PUNTOS DE MEDIDA URBANOS;2305; Pl, Conde Casal - Delante del Grupo 12;4473292;443276;30;-3,668525496;40,40831216;;
6705;PUNTOS DE MEDIDA M-30;PM13014;PM13014;4481962;440955;30;-3,696683987;40,48625393;;
6706;PUNTOS DE MEDIDA M-30;PM13041;PM13041;4482069;441224;30;-3,693520145;40,48723692;;
3921;PUNTOS DE MEDIDA URBANOS;4015;Ramon y Cajal(En el Puente) E-O - M-30 -P∫ de los  Jacintos;4478457;443816;30;-3,662618238;40,45487782;;
3923;PUNTOS DE MEDIDA URBANOS;4017;Principe Vergara S-N - Sanchez Pacheco-Pl, CataluÒa;4477790;442611;30;-3,676768453;40,44878684;;
6599;PUNTOS DE MEDIDA URBANOS;78010;VALCARLOS N-S (PALAS DEL REY - SANTO DOMINGO DE LA CALZADA);4484237;443796;30;-3,663366459;40,50694529;;
5032;PUNTOS DE MEDIDA URBANOS;95022;GRAL MANSO N-S;4473819;437599;30;-3,735478953;40,41265342;;
3971;PUNTOS DE MEDIDA URBANOS;6031;Diego de Leon E-O - Claudio Coello-Serrano;4476480;441960;30;-3,684325264;40,43694055;;
3972;PUNTOS DE MEDIDA URBANOS;6032;Diego de Leon O-E - Lagasca-Velazquez;4476467;442074;30;-3,682980044;40,43683139;;
3928;PUNTOS DE MEDIDA URBANOS;4022; Doctor Arce O-E - Delante Grupo 6;4477690;442220;30;-3,681369974;40,44785891;;
3605;PUNTOS DE MEDIDA URBANOS;4025; Alhelies E-O - Alfonso XIII-Los Narcisos;4478668;443588;30;-3,665325784;40,45676316;;
3950;PUNTOS DE MEDIDA URBANOS;6002;Francisco Silvela; 76 S-N - Mejico-Coslada;4476602;442773;30;-3,674751145;40,43809593;
9894;PUNTOS DE MEDIDA URBANOS;6003;Jorge Juan O-E - Lagasca -Velazquez;4475231;441981;30;-3,683963671;40,42569041;;
3966;PUNTOS DE MEDIDA URBANOS;6026;Lopez Hoyos; 27 N-S - Gta, Lopez Hoyos-Velazquez;4477043;442332;30;-3,679990563;40,4420382;
3498;PUNTOS DE MEDIDA URBANOS;97023;Av,Gregorio del Amo O-E  - EstaciÛn Metro - Ju·n XXIII;4477796;439104;30;-3,718122863;40,44859138;;
5775;PUNTOS DE MEDIDA URBANOS;97025;Av,Reina Victoria O-E - Av, Del Valle - Guzm·n el Bueno;4477691;439533;30;-3,713054208;40,44767681;;
5536;PUNTOS DE MEDIDA URBANOS;61023;P∫ de la Habana  N-S - MenÈndez Pidal-Comandate Franco;4479864;442508;30;-3,678170861;40,46746326;;
7018;PUNTOS DE MEDIDA URBANOS;63060;Av, Filipinas 44 E-O  -  (Boix y Morer-Santander);4477194;440183;30;-3,705342864;40,44324665;;
5761;PUNTOS DE MEDIDA URBANOS;97001;Av, America E-O - Padre Xifre-Cartagena;4476955;443124;30;-3,67064445;40,44130001;;
5762;PUNTOS DE MEDIDA URBANOS;97002;Av,America 27  E-O - Cartagena - Fco,Silvela;4476907;442918;30;-3,673068996;40,44085348;;
6199;PUNTOS DE MEDIDA URBANOS;54007;C/, Calahorra  - Calahorra-Av, Daroca;4473362;448107;30;-3,611598265;40,40925794;;
6200;PUNTOS DE MEDIDA URBANOS;54008;Av, Daroca  - Camino Viejo de Vic·lvaro-Calahorra;4473213;448133;30;-3,611279707;40,40791727;;
9959;PUNTOS DE MEDIDA URBANOS;97093;MÈndez Alvaro S-N(Giro Izqda) - Retama-Pedro Bosch;4471980;442484;30;-3,677740516;40,39643861;;
5810;PUNTOS DE MEDIDA URBANOS;40031;C/, Carlos MartÌn √Ålvarez - Martinez de la Riva-Javier de Miguel;4471329;443746;30;-3,662813171;40,39066022;;
5841;PUNTOS DE MEDIDA URBANOS;41055;Av, Albufera - M-40-Av, Albufera 300 P,P,;4470974;446093;30;-3,635131228;40,38761735;;
5933;PUNTOS DE MEDIDA URBANOS;44035;C/, Mateo GarcÌa  - Mateo GarcÌa- Alcal·;4476093;444711;30;-3,65185775;40,43364169;;
5961;PUNTOS DE MEDIDA URBANOS;45015;C/, Hermanos GarcÌa Noblejas - Villaescusa-Nicol·s SalmerÛn;4474720;447099;30;-3,623590579;40,42142819;;
6198;PUNTOS DE MEDIDA URBANOS;54006;Av, Daroca  - Calahorra-Casalarreina;4473315;448030;30;-3,61250188;40,40882973;;
4039;PUNTOS DE MEDIDA URBANOS;9025;Goya E-O - Lombia-Fernan Gonzalez;4475317;443042;30;-3,671464477;40,42653846;;
6120;PUNTOS DE MEDIDA URBANOS;67013;C/, Corregidor Diego Vald·rrabano - Alcalde Luis Marichalar-Camino Vinateros;4473812;444262;30;-3,656951192;40,41306322;;
6588;PUNTOS DE MEDIDA URBANOS;77405;PTE, REINA O-E(GIRO-SIERRA ATAPUERCA);4483854;443138;30;-3,671097831;40,50345024;;
6298;PUNTOS DE MEDIDA URBANOS;56016;C/, Arequipa - Torquemada-Emigrantes;4480220;445832;30;-3,638994014;40,47089368;;
9846;PUNTOS DE MEDIDA URBANOS;56020;Ctra, Acceso EstaciÛn de Hortaleza - Virgen del Carmen-Av, San Luis;4480598;444422;30;-3,65565921;40,47420573;;
6305;PUNTOS DE MEDIDA URBANOS;56025;C/, Mar Caspio - Felipe Herranz-Mar de las Antillas;4480745;445306;30;-3,645243884;40,47558867;;
6373;PUNTOS DE MEDIDA URBANOS;59019;Av, Badajoz - Salvador de Madariaga-MartÌnez Villergas;4477132;444494;30;-3,654506787;40,4429871;;
6115;PUNTOS DE MEDIDA URBANOS;67010;Camino Vinateros - Arroyo de la Media Legua-Corregidor Diego Valderr·banos;4473747;444375;30;-3,655613727;40,41248522;;
4744;PUNTOS DE MEDIDA URBANOS;24007;ALHAMBRA S-N(GTA,CARMENES-PTA,IGLESIA);4472419;436959;30;-3,74288293;40,39999342;;
5140;PUNTOS DE MEDIDA URBANOS;58009;FARO E-O(VIA LUSITANA-AV, ABRANTES);4470511;438484;30;-3,724729233;40,38291931;;
6117;PUNTOS DE MEDIDA URBANOS;67012;Camino Vinateros  - Marroquina-Av, Moratal·z;4473516;445199;30;-3,645882498;40,4104589;;
4560;PUNTOS DE MEDIDA URBANOS;32021;VILLA MARIN E-O(FINISTERRE-GINZO DE LIMIA);4480958;440716;30;-3,699409919;40,47719249;;
6569;PUNTOS DE MEDIDA URBANOS;75011;AV, LLANO CASTELLNA N-S(MANUEL TOVAR-MAURICIO LEGENDRE);4482169;442102;30;-3,683170131;40,48819946;;
3788;PUNTOS DE MEDIDA URBANOS;75012;NTRA, SRA, VALVERDE S-N(AFUERAS VALVERDE-ANTONIO CABEZON);4483871;442008;30;-3,684435001;40,50352517;;
6587;PUNTOS DE MEDIDA URBANOS;77404;PTE, REINA O-E(GIRO A CNO, SANTIAGO);4483920;442967;30;-3,673121822;40,50403305;;
6818;PUNTOS DE MEDIDA M-30;PM13202;PM13202;4481891;442683;30;-3,676289912;40,48573544;;
7013;PUNTOS DE MEDIDA M-30;PM13221;PM13221;4482008;443120;30;-3,671144534;40,48681948;;
7014;PUNTOS DE MEDIDA M-30;PM13222;PM13222;4482010;443125;30;-3,671085721;40,48683784;;
6598;PUNTOS DE MEDIDA URBANOS;78008;PALAS DEL REY E-O (TOQUES - CAMINO DE SANTIAGO);4484591;443442;30;-3,667576015;40,51011021;;
3794;PUNTOS DE MEDIDA URBANOS;78009;PALAS DEL REY O-E (FURELOS - VALCARLOS);4484304;443747;30;-3,663950713;40,50754553;;
6704;PUNTOS DE MEDIDA M-30;PM13011;PM13011;4481969;440951;30;-3,696731833;40,48631671;;
6708;PUNTOS DE MEDIDA M-30;PM13101;PM13101;4481831;441772;30;-3,687032667;40,48513154;;
6709;PUNTOS DE MEDIDA M-30;PM13103;PM13103;4481839;441776;30;-3,686986209;40,48520389;;
6710;PUNTOS DE MEDIDA M-30;PM13104;PM13104;4481825;441768;30;-3,687079309;40,48507721;;
6711;PUNTOS DE MEDIDA M-30;PM13181;PM13181;4481824;442422;30;-3,67936319;40,48511381;;
3937;PUNTOS DE MEDIDA URBANOS;5009;Serrano N-S - General Oraa-Diego de Leon;4476605;441888;30;-3,68518556;40,43806158;;
3940;PUNTOS DE MEDIDA URBANOS;5012;Goya; 9 E-O - Serrano-P∫ Castellana;4475422;441713;30;-3,687140316;40,4273923;
9892;PUNTOS DE MEDIDA URBANOS;6044;Velazquez S-N - Diego de LeÛn-Gral,Ora·;4476510;442156;30;-3,682017197;40,43722446;;
3984;PUNTOS DE MEDIDA URBANOS;6301; Principe Vergara S-N (Delante G, 7) - ;4476918;442535;30;-3,677585747;40,4409262;;
4041;PUNTOS DE MEDIDA URBANOS;9027;Narvaez N-S - Jorge Juan-Duque de Sesto;4475153;442774;30;-3,674608898;40,42504267;;
4044;PUNTOS DE MEDIDA URBANOS;9030;Jorge Juan O-E - Principe Vergara-General PardiÒas;4475200;442422;30;-3,678762432;40,42544179;;
4048;PUNTOS DE MEDIDA URBANOS;9034;Tunel O¬¥Donnell O-E(Salida M-30) - ;4474918;442129;30;-3,682190586;40,42288106;;
4062;PUNTOS DE MEDIDA URBANOS;10014;Nazaret E-O - Samaria-Reyes Magos;4473808;442908;30;-3,672908608;40,41293541;;
4188;PUNTOS DE MEDIDA URBANOS;13048;Canarias O-E - Sta Maria Cabeza-Batalla del Salado;4472826;440951;30;-3,695881865;40,40395253;;
4189;PUNTOS DE MEDIDA URBANOS;13049;Batalla del Salado N-S - Embajadores-Ferrocarril;4472590;441024;30;-3,694999767;40,4018317;;
4255;PUNTOS DE MEDIDA URBANOS;15015; Carrera San Jeronimo O-E - Pta Sol-Pl, Canalejas;4474446;440650;30;-3,699579958;40,41852488;;
4256;PUNTOS DE MEDIDA URBANOS;15016;Gran Via San Francisco S-N - San Bernabe-Cra, San Francisco;4474494;440713;30;-3,69884188;40,41896178;;
7090;PUNTOS DE MEDIDA URBANOS;15307;( P∫ Recoletos(Cibeles - Marques del Duero) - ( P∫ Recoletos(Cibeles - Marques del Duero);4474849;441367;30;-3,69116616;40,42220613;;
4284;PUNTOS DE MEDIDA URBANOS;16006;Pl, EspaÒa N-S - San Leonardo-Cuesta San Vicente;4475289;439734;30;-3,710456292;40,42605317;;
4291;PUNTOS DE MEDIDA URBANOS;16013;Flor Baja O-E - Leganitos-Gran Via;4475092;439852;30;-3,709046694;40,42428705;;
4298;PUNTOS DE MEDIDA URBANOS;16021;Silva O-E - Pl, Santo Domingo-Gran Via;4474890;440046;30;-3,70674087;40,42248134;;
3672;PUNTOS DE MEDIDA URBANOS;16022;Gran Via S-N - Silva-Libreros;4474930;440132;30;-3,705730936;40,42284787;;
4338;PUNTOS DE MEDIDA URBANOS;17002;Princesa S-N - Pl, Moncloa-P∫ Moret;4476409;439143;30;-3,717530115;40,43609958;;
4339;PUNTOS DE MEDIDA URBANOS;17003;Princesa N-S - Giro Izqda, Fernando el CatÛlico;4476391;439145;30;-3,717504812;40,43593758;;
4371;PUNTOS DE MEDIDA URBANOS;17040;Marques de Urquijo E-O - Martin de los Heros-Mendizal;4475930;439161;30;-3,71727205;40,43178587;;
4377;PUNTOS DE MEDIDA URBANOS;17046;Ferraz; 13 S-N - Rey Francisco-Quintana;4475550;439233;30;-3,716386929;40,42836793;
5466;PUNTOS DE MEDIDA URBANOS;60019; Alberto Alcocer O-E(Giro a Padre Dami·n E-N) -  Alberto Alcocer O-E(Giro a Padre Dami·n E-N);4479114;441944;30;-3,684754694;40,46066771;;
7064;PUNTOS DE MEDIDA URBANOS;17306; Princesa N-S(Delante G,1) -  Princesa N-S(Delante G,1);4475821;439450;30;-3,713854701;40,43082504;;
7065;PUNTOS DE MEDIDA URBANOS;17308; Princesa N-S(Delante G, 1 Frente G, 2) -  Princesa N-S(Delante G, 1 Frente G, 2);4475805;439461;30;-3,713723503;40,4306817;;
4389;PUNTOS DE MEDIDA URBANOS;18012;Alberto Aguilera O-E - M·rtires Alcal·-Baltasa Graci·n;4475934;439852;30;-3,709126358;40,43187215;;
4390;PUNTOS DE MEDIDA URBANOS;18015;San Bernardo N-S - Esquina Sta Cruz de Marcenado;4475797;440216;30;-3,704822334;40,43066424;;
4391;PUNTOS DE MEDIDA URBANOS;18016;M·rtires Alcal· S-N - Sta Cruz Marcenado-Alberto Aguilera;4475888;439684;30;-3,711102516;40,4314456;;
3619;PUNTOS DE MEDIDA URBANOS;18017;Guzm·n el Bueno N-S - Fdez de los Rios -Andres Mellado;4476512;439622;30;-3,711892702;40,43706236;;
4429;PUNTOS DE MEDIDA URBANOS;21004;Eduardo Dato;33 E-O - P∫ Castellana-Gta Ruben Dario;4476258;441622;30;-3,688289814;40,43491701;
4430;PUNTOS DE MEDIDA URBANOS;21005;Eduardo Dato; 2 E-O - Fern·ndez de la Hoz-Santa Engracia;4476230;441081;30;-3,694665288;40,43462662;
5622;PUNTOS DE MEDIDA URBANOS;62003;Bravo Murillo  E-O - Pinos Alta-Capit·n Blanco Argibay;4479778;441224;30;-3,693307811;40,46659868;;
5623;PUNTOS DE MEDIDA URBANOS;62006;Bravo Murillo  N-S - Lope de Haro-San Enrique;4478936;440607;30;-3,700506483;40,45896972;;
5624;PUNTOS DE MEDIDA URBANOS;62008;Bravo Murillo S-N - Alonso Castrillo-Pensamiento;4479220;440823;30;-3,697985545;40,46154352;;
3834;PUNTOS DE MEDIDA URBANOS;62009;Bravo Murillo S-N - General Margallo-San Felipe;4479397;440925;30;-3,696799028;40,46314527;;
5625;PUNTOS DE MEDIDA URBANOS;62010;Bravo Murillo S-N - Pedro Villar-Rosa Silva;4479598;441033;30;-3,695543917;40,46496363;;
5626;PUNTOS DE MEDIDA URBANOS;62011;Bravo Murillo O-E - OÒate-Amalia;4479744;441169;30;-3,693953381;40,4662885;;
5627;PUNTOS DE MEDIDA URBANOS;62012;Bravo Murillo O-E - Ulpiana Benito- Capit·n Haya;4479836;441373;30;-3,691555723;40,4671317;;
5630;PUNTOS DE MEDIDA URBANOS;62015;MarquÈs de Viana O-E - Ceuta-Bravo Murillo;4479363;440824;30;-3,697987085;40,4628318;;
5640;PUNTOS DE MEDIDA URBANOS;62025;Pedro Teixeira E-O - P∫Castellana-Capitan Haya;4478692;441489;30;-3,690082027;40,45683424;;
5648;PUNTOS DE MEDIDA URBANOS;62032;Francisco Gerv·s O-E - Orense-Capit·n Haya;4479340;441343;30;-3,691863725;40,4626614;;
5668;PUNTOS DE MEDIDA URBANOS;62054;Huesca O-E - Hermano G·rate-Infanta Mercedes;4479027;441010;30;-3,695762119;40,45981819;;
6201;PUNTOS DE MEDIDA URBANOS;54009;Av, Daroca - Calahorra-Camino Viejo de Vic·lvaro;4473101;448244;30;-3,609962476;40,40691521;;
5738;PUNTOS DE MEDIDA URBANOS;63051;Raimundo Fdez,Villaverde E-O(Giro) - Gral,MoscardÛ-Cte,Zorita;4477764;440911;30;-3,696812155;40,44843352;;
6211;PUNTOS DE MEDIDA URBANOS;54023;C/, Calahorra  - Av, Daroca-Camino Viejo de Vic·lvaro;4473173;447934;30;-3,613621626;40,4075445;;
5764;PUNTOS DE MEDIDA URBANOS;97004;Cartagena 103 N-S - Mataelpino - Av, America;4477004;442956;30;-3,672629666;40,44172991;;
7104;PUNTOS DE MEDIDA URBANOS;97088;Ferraz N-S(Lateral) - Cuesta San Vicente-Pl, Marina EspaÒola;4475001;439623;30;-3,711737392;40,42345069;;
6124;PUNTOS DE MEDIDA URBANOS;52013;C/, Pico Artilleros - Hacienda de Pavones-Camino Vinateros;4473028;445603;30;-3,641079538;40,4060892;;
6125;PUNTOS DE MEDIDA URBANOS;52014;C/, Pico Artilleros - Luis de Hoyos SaÌnz-Camino Vinateros;4473173;445740;30;-3,639477423;40,40740439;;
6130;PUNTOS DE MEDIDA URBANOS;52408;Acceso desde VÌa Servicio A-3 - El Bosco-A-3;4473057;444581;30;-3,653125802;40,40628305;;
6538;PUNTOS DE MEDIDA URBANOS;71402;Av, 25 Septiembre - Av, 25 Septiembre-Alcal·;4477583;447050;30;-3,62440669;40,44721667;;
6539;PUNTOS DE MEDIDA URBANOS;71403;Av, 25 Septiembre - Pl, Olivas-Alcal·;4477570;447054;30;-3,624358439;40,44709981;;
3796;PUNTOS DE MEDIDA URBANOS;79025;Av, Burgos - Camino Fuencarral a Hortaleza-Puerto de Somport;4483087;443517;30;-3,666556685;40,49656667;;
6619;PUNTOS DE MEDIDA URBANOS;79026;Av, Burgos - Francisco Pi y Margall-Av,Burgos;4483185;443682;30;-3,664618354;40,49746071;;
6623;PUNTOS DE MEDIDA URBANOS;79030;Av, Alcalde Conde Mayalde - Av, Francisco Pi y Margall-Av, Manoteras;4482262;444308;30;-3,657150161;40,48918817;;
6428;PUNTOS DE MEDIDA URBANOS;65010;Av, Pablo Neruda - Av, Pablo Neruda-San Claudio;4471410;445504;30;-3,642107707;40,39150679;;
3804;PUNTOS DE MEDIDA URBANOS;65011;Av, Pablo Neruda - Malgrat de Mar-Miguel Hern·ndez;4471789;445728;30;-3,639500847;40,39493569;;
6493;PUNTOS DE MEDIDA URBANOS;69003;Av, Arcentales - Colegio P˙blico Chile-Ajofrin;4475534;447077;30;-3,623917652;40,4287598;;
6533;PUNTOS DE MEDIDA URBANOS;71034;Av, Canillejas a Vic·lvaro - NÈctar-Alcal·;4477258;447853;30;-3,614911245;40,44433963;;
9837;PUNTOS DE MEDIDA URBANOS;83006;Ctra, Vicalvaro a Vallecas - Av, Democracia-Bruno Abundez;4470697;446903;30;-3,62556528;40,38517397;;
9835;PUNTOS DE MEDIDA URBANOS;83402;C/, Bruno Abundez - Bruno Abundez-Ctra, Vicalvaro a Vallecas;4470698;446786;30;-3,626943727;40,38517552;;
5361;PUNTOS DE MEDIDA URBANOS;88005;Av, Ensanche de Vallecas - Alto de la Sartenilla-PeÒaranda de Bracamonte;4469154;448208;30;-3,610065792;40,37135569;;
5362;PUNTOS DE MEDIDA URBANOS;88006;C/, PeÒaranda Bracamonte - Av, EntrepeÒas-Av, Suertes;4469395;448567;30;-3,605856745;40,37354902;;
5644;PUNTOS DE MEDIDA URBANOS;82028;C/, San Jaime - Pl, San Jaime-Sierra de Guadalupe;4470445;447058;30;-3,623718301;40,38291365;;
5200;PUNTOS DE MEDIDA URBANOS;82401;C/, Puerto de Pilas - Sierra Gredos-San Jaime;4470239;446851;30;-3,626139681;40,38104469;;
4956;PUNTOS DE MEDIDA URBANOS;38039;JOAQUIN TURINA(POLVORANCA-GUITARRA);4469572;436169;30;-3,751906362;40,37428626;;
